,track_id,track,artist,album,release_date,subgenre,genre,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode
32,4nNeRNXmdZWfw3IjAnITZR,Ella Se Contradice (feat. Plan B),Baby Rasta,Ella Se Contradice (feat. Plan B),2009-01-01,latin hip hop,latin,256757,63,0.767,0.758,-8.116,0.295,0.111,0.0,0.376,0.84,76.498,minor
33,644Kky1J5BsAX9zUxziIsX,Vampiresa,Johnny Prez,The Money Machine Presenta: El Bando Korrupto 2,2004-01-01,latin hip hop,latin,196053,44,0.861,0.851,-6.911,0.041,0.00973,0.000307,0.268,0.895,94.002,major
34,5JFLXnWbJ0gsLFalPc5vpH,Lo Grande Que Es Perdonar,Vico C,Desahogo,2005-01-01,latin hip hop,latin,281813,67,0.629,0.842,-3.183,0.231,0.178,0.0,0.385,0.505,167.809,minor
35,2rZe3iQZ6i5e01UlvF5An5,Toma Toma,Andy Boy,My Best 10 'Greatest Hits ' Vol.2,2009-01-01,latin hip hop,latin,213812,30,0.835,0.836,-3.788,0.0995,0.0553,1.38e-06,0.343,0.438,94.976,minor
36,1wYFvhxzKJ8W3B8TM0Ag2k,Aparentemente,Yaga & Mackie,La Reunión,2007-01-01,latin hip hop,latin,303640,58,0.86,0.692,-6.293,0.112,0.0736,0.00247,0.182,0.85,93.992,minor
37,5nZYc9ZDMhlXv6iWahZTU8,Ven Bailalo - Reggaeton Mix,Angel Y Khriz,Ven Bailalo (Reggaeton Mix),2005-01-01,latin hip hop,latin,252773,72,0.675,0.919,-6.075,0.0366,0.0606,0.00653,0.103,0.726,97.017,minor
38,7pMWE6h8thBOq9YnFzBEpy,Mayor Que Yo,Baby Ranks,Pa'l Mundo First Class Delivery,2007-01-01,latin hip hop,latin,254080,42,0.671,0.881,-4.331,0.305,0.528,0.0,0.383,0.733,179.968,minor
39,0j1VxrPkMyFGvz0jZzxUoZ,Dembow 2020,Yandel,Quien Contra Mi 2,2020-01-01,latin hip hop,latin,168051,83,0.786,0.811,-4.31,0.0836,0.122,3.99e-06,0.161,0.731,92.953,major
40,7hdUNvD8YXuRFpbSwi4U7V,Nuestro Amor Es Asi,Magnate,Progresivo,2007-01-01,latin hip hop,latin,177680,52,0.697,0.797,-5.106,0.0661,0.496,0.0,0.249,0.602,94.929,major
41,4ObjArCiona7v0xbZ83rUZ,Bien Loco,Nova y Jory,Bien Loco,2009-01-01,latin hip hop,latin,218044,62,0.515,0.812,-5.06,0.361,0.411,0.0,0.101,0.779,169.981,minor
42,7EX1ypYqVzh97Pc7EwYuBm,De Que Vale,Cruzito,"Gargolas ""Next Generation""",2006-01-01,latin hip hop,latin,178080,25,0.739,0.712,-9.326,0.0435,0.451,0.00038,0.63,0.901,87.992,major
43,6jcTvOGVULvYeiRNDNSr5z,La Pregunta,J Alvarez,La Pregunta,2012-01-01,latin hip hop,latin,271080,58,0.743,0.656,-5.828,0.138,0.0578,0.0,0.0799,0.802,172.053,minor
44,6PSBdwyrcpSAIikYqaW2LB,Has Cambiado (feat. Justin Quiles),Gadiel,Alto Rango,2016-01-01,latin hip hop,latin,163466,52,0.778,0.75,-5.456,0.101,0.0663,0.0,0.0917,0.636,167.936,minor
45,0TBBiJFKGfw4BtxZg9RZzC,Dile a Tu Amiga,Dalmata,Dile a Tu Amiga,2015-01-01,latin hip hop,latin,214120,43,0.794,0.576,-12.111,0.0591,0.225,0.00381,0.0854,0.914,94.993,major
46,1MfqPCs3Y722VK6zkWZ98Z,Pasarela,Ñejo & Dalmata,Broke & Famous,2007-01-01,latin hip hop,latin,227466,69,0.798,0.821,-6.143,0.0596,0.0985,5.84e-06,0.178,0.525,95.004,major
47,2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,Don Omar,Meet The Orphans,2010-01-01,latin hip hop,latin,198773,75,0.4,0.915,-4.89,0.28,0.0846,0.0,0.0503,0.878,88.917,major
48,5pOu3vSiKrEmj65N1CWqOI,Sexo Seguro,"Franco ""El Gorilla""",Welcome To The Jungle,2009-01-01,latin hip hop,latin,218506,57,0.748,0.887,-6.23,0.0905,0.0853,0.0,0.108,0.585,97.015,minor
49,7oCJlGXWz6ikt0Y9TSkQPj,Mi Vida,Divino,Por Experiencias Propias,2010-01-01,latin hip hop,latin,226093,54,0.543,0.456,-6.325,0.0346,0.719,0.0,0.0925,0.573,140.0,major
50,7kjmed2oplkY5uwL9TWUOL,Gargolas Next Generation / Intro,Mario VI,"Gargolas ""Next Generation""",2006-01-01,latin hip hop,latin,429573,17,0.805,0.665,-7.899,0.189,0.675,0.00334,0.274,0.591,89.983,major
51,31disiV1hLa6ygdeZ4XM6w,Wiki Wiki,Yaviah,La Misión 4,2004-01-01,latin hip hop,latin,169400,33,0.772,0.927,-3.8,0.0639,0.0916,0.00672,0.242,0.84,82.027,major
52,3kml9ZdpT7UYk1ugkjqOzt,Don Don,Daddy Yankee,Don Don,2020-01-01,latin hip hop,latin,275893,84,0.838,0.819,-4.681,0.211,0.285,6.3e-05,0.224,0.656,105.027,minor
53,7BuHdm4lQqcyG3qTwdkxus,Aullando,Wisin & Yandel,"Los Campeones del Pueblo ""The Big Leagues""",2018-01-01,latin hip hop,latin,226200,75,0.8,0.74,-4.52,0.0479,0.184,0.0,0.0558,0.775,90.035,minor
54,3ZiF6qgGS6KmgeZG6NrRVw,Clack Clack,Angel Doze,Mas Flow - Los Benjamins,2006-01-01,latin hip hop,latin,204093,24,0.84,0.755,-6.668,0.0846,0.107,0.0469,0.363,0.65,95.966,major
55,62AdEBdGhurerQV7TqK10S,Sedúceme - Remix,Guelo Star,Sedúceme Remix,2019-01-01,latin hip hop,latin,579255,40,0.596,0.721,-5.328,0.376,0.0967,5.31e-05,0.333,0.475,188.0,minor
56,6qupqtadthQ2OtL376blXp,Más De Ti,"Gotay ""El Autentiko""",Más De Ti,2020-01-01,latin hip hop,latin,257506,63,0.758,0.8,-3.245,0.0382,0.0714,0.0,0.407,0.607,94.043,major
57,18KfDRuQQyLuuBgA0qb86Z,Mochila De Amor (feat. Divino),Miguelito,7 Albums,2006-01-01,latin hip hop,latin,200493,37,0.792,0.637,-7.003,0.0493,0.407,0.0,0.14,0.774,127.953,minor
58,1ZygRaHiPTLldHVpBwQziV,Dejate Llevar,Kartier,"Roc La Familia & Hector Bambino ""EL FATHER"" Present Los Rompe Discotekas",2006-01-01,latin hip hop,latin,205053,24,0.669,0.82,-6.531,0.0516,0.0266,0.0,0.47,0.673,82.006,minor
59,6iqDsVcJghyQ1DdQcUR5ic,Angel,Gallego,Teatro Del Barrio,2007-01-01,latin hip hop,latin,247946,39,0.772,0.687,-3.936,0.296,0.279,0.0,0.29,0.897,90.01,minor
60,0fPJmuCrbCWzGgwPhnCpNV,Raka Taka Taka,John Eric,Raka Taka Taka,2020-01-01,latin hip hop,latin,144260,63,0.904,0.889,-3.797,0.0932,0.113,0.00508,0.361,0.761,98.016,major
61,3zb856RMKFjdvWre0TKcmA,Una Vaina Loca,Fuego,Una Vaina Loca,2011-01-01,latin hip hop,latin,188238,69,0.8,0.669,-12.898,0.0546,0.19,2.35e-05,0.0609,0.721,117.015,major
62,4XuaVMQ4zyJeBZLtTZSvrH,Te Tiro Solo,Polaco,Pina..the Company: Los Mas Duros,2003-01-01,latin hip hop,latin,183133,24,0.709,0.801,-6.28,0.301,0.0769,0.0,0.215,0.695,94.104,major
63,65R4VOHorEFHP6IXo1DtVy,Somos de la Calle,Julio Voltio,La Calle Vol. 1,2015-01-01,latin hip hop,latin,173746,29,0.784,0.818,-4.142,0.238,0.0459,0.0,0.086,0.727,94.941,major
64,4fFgpzgSkmn3wajioLBPOr,Mis Ojos Lloran Por Ti,Big Boy,Mis Ojos Lloran Por Ti,2006-01-01,latin hip hop,latin,295533,72,0.794,0.831,-9.235,0.331,0.0135,1.12e-06,0.11,0.328,172.407,major
65,6m66fAEmE5uQrHiqRXEnV2,Dandole - Remix,Gocho,Mi Música,2011-01-01,latin hip hop,latin,243120,50,0.812,0.759,-6.207,0.0486,0.0409,1.3e-05,0.698,0.868,117.043,minor
66,2HVjJCOtLywslgd2qGaqsu,Rompe la Discoteca - Remix,Jomar,N U Records Vol 1,2019-01-01,latin hip hop,latin,215588,8,0.806,0.848,-4.869,0.226,0.213,0.0,0.247,0.532,93.006,major
67,1Z4IqxukC6Yuer0nK7rC2R,Te Quiero,Flex,Te Quiero,2007-01-01,latin hip hop,latin,199110,61,0.536,0.598,-9.608,0.0424,0.00314,0.0,0.319,0.465,83.954,major
68,3KxLhKcZ3mXZeM9EERO8mu,5 Minutos,Naldo,Sangre Nueva,2005-01-01,latin hip hop,latin,197786,31,0.794,0.574,-7.884,0.0834,0.0731,0.0,0.11,0.818,79.989,minor
69,3FDkagYrIceOTgy8canfLs,Sensación del Bloque,Randy,Sensación del Bloque,2018-01-01,latin hip hop,latin,182334,65,0.69,0.86,-4.997,0.0415,0.124,0.0,0.257,0.378,92.005,minor
70,2N8qVDq1MI0wKHngJMLlbZ,Siempre Papi Nunca Inpapi,Luigi 21 Plus,Siempre Papi Nunca Inpapi,2019-01-01,latin hip hop,latin,205253,55,0.797,0.744,-6.283,0.0892,0.036,0.000349,0.0662,0.722,93.981,major
71,4CQGMevCJrzFi8zYynbGhd,Amor Con La Ropa,Speedy,Nueva Generación,2005-01-01,latin hip hop,latin,131773,23,0.824,0.838,-5.624,0.0406,0.0812,5.15e-06,0.166,0.837,109.723,minor
72,4tjCNQ7aCL2Ou2rJlmrTpj,"Cuándo, Cuándo Es?",J-King y Maximan,Los Superheroes,2010-01-01,latin hip hop,latin,237160,55,0.826,0.745,-3.615,0.0415,0.0187,0.0237,0.163,0.605,121.002,major
73,614NVFo5csQqRnryl4jXs2,El Telefono,"Héctor ""El Father""",The Bad Boy,2006-01-01,latin hip hop,latin,235626,66,0.808,0.682,-7.128,0.0963,0.171,1.42e-06,0.464,0.491,89.987,major
74,3q4wUPzEmHYoo9mqXQWqDe,No Te Enamores,Kendo Kaponi,Kendo Edition,2017-01-01,latin hip hop,latin,260917,53,0.807,0.743,-4.654,0.207,0.221,4.4e-06,0.0986,0.854,176.127,minor
75,2uy5wXDZQcdd89PvDBSfyy,Sur y Norte,Ñengo Flow,The Goat,2020-01-01,latin hip hop,latin,215172,69,0.741,0.548,-4.938,0.153,0.304,0.0,0.0832,0.285,87.148,minor
76,5dg6uTb8a3zfhFaA9JCxvg,Te Amo,Makano,Te Amo,2008-01-01,latin hip hop,latin,227066,60,0.637,0.691,-7.501,0.0571,0.0816,0.0,0.348,0.628,91.943,major
77,0JIDRQs2Mntnb4NNrxLm1v,Dale Bien Duro,Mexicano,"Playero 41: Past Present & Future, Pt 1",1999-01-01,latin hip hop,latin,190612,22,0.84,0.792,-5.943,0.233,0.00986,0.0,0.112,0.639,108.003,major
78,0t0WIrjRcvgBAwLlby2gsZ,Down,R.K.M & Ken-Y,Masterpiece: Nuestra Obra Maestra,2016-01-01,latin hip hop,latin,225693,64,0.801,0.773,-6.651,0.0896,0.563,0.00425,0.103,0.796,94.988,minor
79,5hKjEpYrJIJs6uPl7zw6Y6,No Te Hagas,Jory Boy,No Te Hagas,2017-01-01,latin hip hop,latin,233250,67,0.748,0.69,-3.812,0.0477,0.0353,0.0,0.315,0.433,131.972,minor
80,1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,Calle 13,Calle 13 (Explicit Version),2005-01-01,latin hip hop,latin,239306,73,0.829,0.878,-5.951,0.101,0.0959,0.0,0.776,0.883,87.991,major
81,7uSfzCqWX0ikAoinsmCCll,No Debiste Volver,Eddy Lover,No Debiste Volver,2008-01-01,latin hip hop,latin,281306,53,0.607,0.669,-5.073,0.0492,0.375,0.0,0.183,0.486,165.483,minor
82,1t0PyZHVMZj2RhceV9BmRR,A Lo Gangster,"Franco El Gorila, Hennessy",A Lo Gangster - Single,2012-01-01,latin hip hop,latin,184316,21,0.768,0.885,-5.429,0.0704,0.128,6.08e-05,0.126,0.708,92.015,major
83,1f2AyplMMO29MHBkjfFRmc,Papi Chulo,El Chombo,A Mover el Culo Con el Chombo,2016-01-01,latin hip hop,latin,175856,57,0.893,0.851,-6.42,0.112,0.0809,0.00143,0.0246,0.837,110.005,major
84,23WI5V2eD4EyGKxSl7Pyeq,Andas En Mi Cabeza,Chino & Nacho,Andas En Mi Cabeza,2016-01-01,latin hip hop,latin,247493,71,0.671,0.954,-1.87,0.13,0.0244,0.0,0.111,0.556,104.114,major
85,0Se3MuBIM5Mu12Tv9M6Ajc,Pretty Girl - Remix,Dyablo,Destrukxion,2001-01-01,latin hip hop,latin,265346,48,0.848,0.608,-7.473,0.21,0.128,0.0,0.072,0.654,88.011,minor
86,6G4U9avyBNEfP0fAIduev3,Ella Y Yo - Featuring Don Omar,Aventura,God's Project,2005-01-01,latin hip hop,latin,267786,74,0.732,0.708,-7.905,0.262,0.534,0.0,0.237,0.717,175.924,minor
87,4L7aKl1mEGaysEqbfkNigM,Martes De Galeria,El Roockie,Semblante Urbano,2007-01-01,latin hip hop,latin,266560,35,0.772,0.675,-4.316,0.0551,0.341,0.0,0.745,0.789,112.009,minor
88,02LnwwnaanFpM5dZNArPBb,Ella Se Fue,Kinto Sol,La Sangre Nunca Muere,2005-01-01,latin hip hop,latin,287920,63,0.831,0.79,-5.322,0.0843,0.0386,0.000473,0.0708,0.96,93.998,minor
89,5WVZfMIrS6hbvwG8hpRHCR,Me Pones en Tensión,The Noise,Biografía,2004-01-01,latin hip hop,latin,234880,64,0.877,0.768,-6.962,0.0593,0.0376,1.01e-06,0.0491,0.856,93.991,minor
90,1pqnQ41XbfKjaFu6M0eGJp,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",2020-01-01,latin hip hop,latin,157944,91,0.76,0.658,-5.275,0.275,0.162,0.0,0.195,0.565,100.202,major
91,2fQ7BbyprVQQkB7cuFKo9P,De Tra,Adassa,Kamasutra,2005-01-01,latin hip hop,latin,170493,14,0.803,0.988,-2.746,0.263,0.0417,0.00711,0.0503,0.832,195.903,minor
92,1IlJpEiMt4nuLr3cWFQUxa,La Botella,Mach & Daddy,Desde Abajo,2005-01-01,latin hip hop,latin,179213,67,0.752,0.795,-4.438,0.0415,0.193,3.93e-05,0.0772,0.916,118.015,major
93,2gccx1c94LkVYh3x6dCLMW,Me Tienes Que Olvidar,Aspirante,Aspirante,2009-01-01,latin hip hop,latin,193066,45,0.682,0.66,-10.349,0.0895,0.617,0.0,0.323,0.908,78.95,minor
94,0J8u0TbIYsn2Ezm6AMc4r6,En 20 Uñas (feat. Don Chezina),Jamsha,Putilandia,2016-01-01,latin hip hop,latin,170400,51,0.828,0.875,-3.805,0.0965,0.0409,0.00773,0.252,0.926,93.996,major
95,2eKcAEvYtwcuK4zFcYdtX3,Nuttin Nuh Go So,Notch,Buy out Riddim,2015-01-01,latin hip hop,latin,242560,57,0.751,0.837,-3.892,0.108,0.183,0.0,0.217,0.752,98.016,major
96,2SgI67b7Kei5FE4hT9SxDv,Dime Si Te Vas con Él,Nigga,La Evolución Romantic Style,2009-01-01,latin hip hop,latin,233659,58,0.787,0.831,-5.423,0.0536,0.25,0.00024,0.266,0.612,95.971,minor
97,1eoAytqST4MVGz4xdTDqPj,Nadie Te Amará Como Yo (Remix),Dyland & Lenny,My World,2010-01-01,latin hip hop,latin,228053,57,0.69,0.762,-4.465,0.0381,0.272,0.0,0.135,0.729,87.961,major
98,2onER2smxTBTgfwrjt1Qbf,Alarma,Jowell,Alarma,2020-01-01,latin hip hop,latin,179927,56,0.504,0.875,-5.513,0.123,0.317,0.00376,0.135,0.834,152.728,major
99,0254elz5VgvddeNJ4EMzaV,Superheroe,Alex Y Fido,"Wisin Y Yandel Present ""Nesty"" La Mente Maestra",2008-01-01,latin hip hop,latin,207866,43,0.795,0.914,-6.493,0.0475,0.00293,1.09e-06,0.283,0.851,119.959,minor
0,0hebjXwdDFHS1kHDQ82HZr,Jah Give Us Life,Wailing Souls,The Very Best Of The Wailing Souls,1987-01-01,reggae,reggae,232440,48,0.76,0.568,-12.166,0.0578,0.0521,0.000932,0.0666,0.962,144.678,minor
1,0GGPUysb8GpCG76dQH63te,The International Herb,Culture,Too Long In Slavery,1990-01-01,reggae,reggae,200960,54,0.825,0.433,-13.085,0.337,0.0585,0.0,0.0618,0.687,127.686,minor
2,6r9KZ2g5dXZXXLF6vOHnet,Mellow Mood,Bunny Wailer,Bunny Wailer Sings The Wailers,1980-01-01,reggae,reggae,231733,55,0.73,0.561,-12.851,0.203,0.0361,0.0473,0.0493,0.691,80.892,major
3,30ELPvO4DH57Rq2kgj7a8e,Marcus Garvey,Burning Spear,Marcus Garvey,1975-01-01,reggae,reggae,207000,57,0.7,0.473,-9.893,0.0687,0.129,0.000891,0.0452,0.578,91.558,minor
4,7ERRjAcL8i6vdKkaRGDdQc,Sinsemilla,Black Uhuru,Sinsemilla,1980-01-01,reggae,reggae,309880,56,0.846,0.564,-10.915,0.0981,0.0176,0.026,0.0713,0.708,131.25,minor
5,41Z1gnggllzvu7qOWTaSTE,Let Me Down Easy,Dennis Brown,Super Reggae & Soul Hits,2006-01-01,reggae,reggae,175026,55,0.743,0.443,-11.808,0.0878,0.049,1.25e-05,0.131,0.467,84.159,major
6,4DQttwipnILl88cru3BRZx,Night Nurse,Gregory Isaacs,Night Nurse,1982-01-01,reggae,reggae,249533,65,0.824,0.366,-10.96,0.145,0.039,0.106,0.0403,0.895,73.949,major
7,0dO79bdqpF4yl3Hpms8Eu7,Cool and Calm,Israel Vibration,Strength of My Life,1981-01-01,reggae,reggae,265880,50,0.795,0.415,-10.466,0.153,0.127,8.76e-06,0.0669,0.821,76.28,major
8,5p3kVMB5spe9fY9CKNAiRm,Right Time - 2001 Digital Remaster,Mighty Diamonds,Right Time,1976-01-01,reggae,reggae,197200,45,0.837,0.382,-10.726,0.052,0.33,6.14e-05,0.127,0.56,139.042,major
9,6JXQ7fWGFKB6DgiCCSLcXO,Satta Massagana,The Abyssinians,Satta Massagana,1976-01-01,reggae,reggae,209426,35,0.501,0.407,-13.142,0.305,0.252,0.000342,0.128,0.722,77.152,minor
10,4PKri4OX2AB2RXj95Y9ZgB,Book Of Rules,The Heptones,Night Food,1976-01-01,reggae,reggae,211466,46,0.779,0.533,-14.152,0.0535,0.272,0.159,0.13,0.944,142.495,major
11,6pVlTCKpUK1TGfWtaWWcSx,Soul Rebel - 1990 Digital Remaster,The Gladiators,Dreadlocks The Time Is Now,1990-01-01,reggae,reggae,237000,48,0.822,0.324,-12.85,0.0422,0.021,0.000302,0.0647,0.698,84.3,major
12,6PbtTwGUPPbnT7nRTA1gS3,Your House,Steel Pulse,True Democracy,1982-01-01,reggae,reggae,222600,47,0.707,0.716,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,minor
13,5SBq56S9xKJoH4KyBBr1Oq,Fisherman,The Congos,Heart Of The Congos (40th Anniversary Edition),1977-01-01,reggae,reggae,365693,49,0.599,0.72,-6.109,0.128,0.149,2.54e-06,0.111,0.44,167.61,minor
14,2jpYXdWD2wf8Mt56iyehpP,Don't Turn Around,Aswad,Distant Thunder,1988-01-01,reggae,reggae,220026,51,0.756,0.558,-16.157,0.0476,0.162,5.5e-06,0.0748,0.802,97.002,major
15,0mD19MC6H0OzHvEUADHypU,Police In Helicopter,John Holt,Police In Helicopter,1983-01-01,reggae,reggae,219160,60,0.686,0.652,-7.586,0.111,0.0331,8.34e-06,0.0578,0.503,141.185,minor
16,4SNxXAQ8QMlxLhYVX7nuoE,Tenement Yard,Jacob Miller,Song Book: Chapter a Day,2012-01-01,reggae,reggae,154333,52,0.888,0.521,-6.845,0.306,0.229,0.0,0.0794,0.962,143.879,major
17,6KGggJ08SRmMuJojRYM4Lv,Chase The Devil,Max Romeo,War Ina Babylon (Expanded Edition),1976-01-01,reggae,reggae,206306,63,0.825,0.62,-6.083,0.211,0.183,0.0,0.0822,0.744,150.243,major
18,6Fd7eE5Igf8npUOLJapjVv,Designer Girl [She Got Me],Don Carlos,Designer Girl [She Got Me],2020-01-01,reggae,reggae,134736,50,0.826,0.466,-10.482,0.143,0.241,2.51e-06,0.11,0.491,99.797,minor
19,1yQjhh7qrimZ9OPMX7WIsD,We Need Love,Johnny Osbourne,"Soul Jazz Records Presents 100% Dynamite! Ska, Soul, Rocksteady and Funk in Jamaica",2015-01-01,reggae,reggae,217360,46,0.778,0.513,-9.948,0.142,0.651,3.03e-06,0.149,0.794,105.378,major
20,2XsW8N3mMRD5blv4KGNHq6,Police & Thieves,Junior Murvin,Police & Thieves,1977-01-01,reggae,reggae,244109,60,0.932,0.359,-12.958,0.0944,0.0597,0.0,0.136,0.906,127.153,minor
21,4MM4UlT0j7MePs9bMoi34N,Good Thing Going,Sugar Minott,Good Thing Going,1995-01-01,reggae,reggae,197333,55,0.671,0.519,-11.165,0.0376,0.645,0.000368,0.31,0.939,77.532,major
22,1YAXrOLk7EGfv1tlSnGOqi,Having A Party,"Lee ""Scratch"" Perry","Scratch Came, Scratch Saw, Scratch Conquered",2009-01-01,reggae,reggae,280960,56,0.739,0.758,-6.418,0.103,0.405,5.18e-05,0.0808,0.787,92.878,minor
23,23omPD1uUlkY4IMGDq4ioI,Now That We've Found Love - Single Version,Third World,Reggae Greats,1985-01-01,reggae,reggae,236800,51,0.754,0.479,-15.932,0.12,0.00968,0.0,0.167,0.747,118.449,major
24,4gcRTIXP8nHwl0hFdJikia,Take Five,King Tubby,King Tubby,2011-01-01,reggae,reggae,218693,43,0.718,0.341,-10.771,0.106,0.513,0.943,0.126,0.487,159.054,major
25,1YpH91YcUZlo2mxKJVhWM8,Zungguzungguguzungguzeng,Yellowman,Zungguzungguguzungguzeng!,1983-01-01,reggae,reggae,388226,50,0.749,0.296,-17.927,0.356,0.0713,0.00458,0.0879,0.475,164.707,major
26,34zWZOSpU2V1ab0PiZCcv4,Uptown Top Ranking - Remastered,Althea And Donna,Uptown Top Ranking,1978-01-01,reggae,reggae,229160,61,0.886,0.522,-7.971,0.173,0.0477,0.00108,0.207,0.79,82.439,major
27,25ugoarRZ6IaZegrjNxGOx,"Get Up, Stand Up",The Wailers,Burnin' (Deluxe Edition),1973-01-01,reggae,reggae,197666,61,0.765,0.555,-7.579,0.374,0.409,2.04e-06,0.073,0.828,77.848,minor
28,26ZdLX5Rq9J5lsd7OhHhg5,Sky Larking,Horace Andy,Feel Good All Over: Anthology 1970-1976,2002-01-01,reggae,reggae,179786,34,0.818,0.459,-11.172,0.19,0.392,1.15e-05,0.0489,0.726,78.469,minor
29,5FgdPuK51WBYhuMhV0XIBg,Natty Rebel - Remaster 1990,U-Roy,Natty Rebel (Extra Version),1991-01-01,reggae,reggae,211960,47,0.813,0.395,-11.573,0.0721,0.0615,6.72e-06,0.0923,0.783,83.117,major
30,2TF9pM5gfqgtrKHMYOKxPd,Cool Breeze,Big Youth,Riding the Roots Chariot,2013-01-01,reggae,reggae,203093,54,0.822,0.616,-5.509,0.181,0.25,1.15e-05,0.107,0.665,83.692,major
31,2p6WDr28CJXYNglfrneMLL,Declaration Of Rights - Remastered 2000,Johnny Clarke,Rockers Time Now,2000-01-01,reggae,reggae,206200,39,0.766,0.427,-10.959,0.336,0.731,0.000572,0.184,0.823,74.063,minor
32,0mBz5oETbkKgPTHKTt8RHG,Beat Down Babylon,Junior Byles,Beat Down Babylon,1972-01-01,reggae,reggae,155386,44,0.852,0.44,-11.456,0.0747,0.761,0.157,0.102,0.964,135.399,major
33,2KnpVIbSPdfFt1AKVPJ6nW,My Mind,Hugh Mundell,Africa Must Be Free By 1983,1978-01-01,reggae,reggae,216280,44,0.818,0.418,-9.336,0.2,0.0321,1.56e-05,0.0736,0.609,148.588,minor
34,44Oy8VNAjajn6zT2BRUxzy,East of the River Nile - 1971 Version,Augustus Pablo,Rebel Music: A Reggae Anthology,1979-01-01,reggae,reggae,167600,51,0.841,0.547,-8.69,0.0601,0.845,0.256,0.0704,0.844,112.852,minor
35,5iynCtpEY7mx4ou54tHBPH,Ganja Smuggling,Eek-A-Mouse,Wa-Do-Dem,2007-01-01,reggae,reggae,228760,58,0.78,0.427,-8.371,0.126,0.128,1.76e-05,0.0697,0.526,71.665,minor
36,7IBIZHonObtZG33pkVZZkg,Big Ship,Freddie McGregor,Freddie McGregor: The Anthology,1999-01-01,reggae,reggae,197733,48,0.727,0.413,-8.844,0.352,0.00565,2.71e-06,0.138,0.814,69.884,major
37,5h5T5gtl1RqMxOuQ5O8rzs,Murderer,Barrington Levy,"Original Ragga Muffin, Pt. 1",2011-01-01,reggae,reggae,233299,59,0.865,0.549,-10.083,0.244,0.0845,0.156,0.081,0.616,142.8,major
38,3p5uir42un4NAhDBWcEeIG,Conquering Lion,Yabby You,"One Love, One Heart",2006-01-01,reggae,reggae,201266,36,0.854,0.453,-12.82,0.0734,0.0299,0.0,0.157,0.816,132.212,minor
39,27Ao7StVocPejWGBF3TwM0,Roots and Culture,Mikey Dread,Pave the Way,1983-01-01,reggae,reggae,368720,47,0.735,0.507,-11.17,0.0842,0.136,0.0176,0.373,0.783,144.093,minor
40,3SsheD9xZ0fiFtBW1TuD5u,Never Get Burn - 2002 Digital Remastered,The Twinkle Brothers,Countrymen,2002-01-01,reggae,reggae,211293,35,0.938,0.815,-7.747,0.138,0.452,0.00418,0.346,0.877,124.325,minor
41,6O4FoKdYi42CFjfd0MM04n,The Sun Stop Shining,Cornell Campbell,Very Best,2007-01-01,reggae,reggae,191160,52,0.637,0.612,-7.298,0.0661,0.0314,0.000326,0.155,0.711,76.295,major
42,7rRraWWDS33Na6w8gvMLlP,Better Must Come,Delroy Wilson,40 Greatest Hits,2009-01-01,reggae,reggae,163920,46,0.717,0.578,-7.54,0.102,0.00354,8.89e-05,0.301,0.919,74.424,major
43,6KNlbrsKfea9WAwOi2yq84,Dubbing Is a Must Part 1 - 2010 Remastered Version,Pablo Moses,Pablo Moses: A Song (2010 Remastered Version),1980-01-01,reggae,reggae,290453,38,0.904,0.661,-7.981,0.121,0.138,0.0146,0.11,0.874,132.128,major
44,5uPYEStMW3KsXnnLV7iCTw,Johnny B. Goode - 2002 Remaster,Peter Tosh,Mama Africa,1983-01-01,reggae,reggae,244253,62,0.749,0.849,-5.761,0.0544,0.0299,0.000168,0.115,0.959,145.169,minor
45,2nXrbCG4XXr7AD2v3tTtxP,Man Kind,Misty In Roots,Roots Controller,2002-01-01,reggae,reggae,278693,35,0.868,0.696,-6.122,0.0655,0.00254,0.0545,0.533,0.905,117.654,minor
46,5z3lOkrCTNjDqjhPYbowQr,I Love Marijuana - Edit,Linval Thompson,Don't Cut Off Your Dreadlocks,1976-01-01,reggae,reggae,197506,40,0.88,0.674,-6.646,0.0935,0.00221,0.00406,0.0634,0.844,124.196,minor
47,3fnc75xoQYkyfCaeAXOIUS,Daphne,Sly & Robbie,Underwater Dub,2014-01-01,reggae,reggae,238626,36,0.61,0.374,-9.394,0.073,0.047,0.873,0.247,0.735,80.151,major
48,6fbhzMT4U4sD6wkbSl2REb,Sleepin' Lion,Clinton Fearon,Vision,2006-01-01,reggae,reggae,275933,39,0.89,0.597,-6.643,0.0668,0.046,1.28e-06,0.145,0.768,145.946,minor
49,3X6b40Xr4zxbyLatxilx6T,Return of Django,The Upsetters,Return of Django (Bonus Track Edition),1969-01-01,reggae,reggae,149453,50,0.795,0.519,-9.514,0.0357,0.137,0.808,0.126,0.945,154.948,major
50,7LMoUgLV9KvMcUMzAsB5yJ,Sidewalk Killer,I-Roy,Don't Check Me With No Lightweight Stuff,1992-01-01,reggae,reggae,221160,29,0.74,0.646,-7.204,0.0594,0.503,0.000235,0.061,0.689,100.92,minor
