track_id,track,artist,album,release_date,genre,subgenre,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,release_year,duration_min,duration_minsec
5GorFaKkP2mLREQvhSblIg,All My Life,K-Ci & JoJo,Love Always,1997-01-01,r&b,urban contemporary,331240,69,0.629,0.511,-8.651,0.027270320360074117,0.114,3.91e-06,0.0588,0.18100000000000002,128.03799999999998,1,1997,5.520666666666667,"5 m, 31 s"
2MFX2E3TErub7JW8uDPpXZ,Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,Nivea,2001-01-01,r&b,urban contemporary,213226,40,0.879,0.73,-4.369,0.3751654752449033,0.114,0.0,0.24100000000000002,0.885,99.925,0,2001,3.5537666666666667,"3 m, 33 s"
5KVbaJP4IOZmZZlj5v4jp2,Far Away,Marsha Ambrosius,Late Nights & Early Mornings,2011-01-01,r&b,urban contemporary,436880,45,0.433,0.6679999999999999,-6.544,0.4996028594122318,0.221,0.0,0.126,0.35100000000000003,70.47800000000001,1,2011,7.2813333333333325,"7 m, 16 s"
7lurcq2Yw96B1K0KOJAHxg,Southside,Lloyd,Southside,2004-01-01,r&b,urban contemporary,277840,61,0.688,0.40399999999999997,-9.481,0.15753243314800106,0.377,0.0,0.0813,0.44799999999999995,75.007,0,2004,4.6306666666666665,"4 m, 37 s"
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),En Vogue,EV3,1997-01-01,r&b,urban contemporary,291880,61,0.618,0.688,-5.867000000000001,0.06724913952872649,0.409,6.32e-06,0.3,0.561,78.311,0,1997,4.8646666666666665,"4 m, 51 s"
7KIQKq8H0yENFv6nEa41b5,Square Biz,Teena Marie,Greatest Hits,1986-01-01,r&b,urban contemporary,385533,43,0.768,0.861,-10.967,0.17474185861795075,0.16699999999999998,0.000143,0.42,0.779,113.59899999999999,1,1986,6.42555,"6 m, 25 s"
12soRJf1RZRsCd0QUnJUYL,Let's Chill,Guy,The Future,1990-01-01,r&b,urban contemporary,323826,55,0.604,0.41700000000000004,-12.597999999999999,0.04289118347895154,0.0681,0.0,0.0425,0.5579999999999999,74.57,0,1990,5.3971,"5 m, 23 s"
6Ycf7Ch2VlEKlORbz7yfpJ,Sweet Love,Anita Baker,Rapture,1986-01-01,r&b,urban contemporary,266200,60,0.504,0.728,-5.699,0.00291236431029918,0.36,0.0,0.159,0.6829999999999999,89.255,0,1986,4.4366666666666665,"4 m, 26 s"
2fE4MbwX3QGMzNaMjGVhtw,Say Yes,Floetry,Floetic,2002-01-01,r&b,urban contemporary,268373,57,0.747,0.39799999999999996,-12.932,0.13767540375959755,0.21100000000000002,1.42e-06,0.113,0.428,117.90100000000001,0,2002,4.472883333333334,"4 m, 28 s"
0BTGqPIW9acmhhUmENkq5r,If You Love Me,Brownstone,From The Bottom Up,1993-01-01,r&b,urban contemporary,303902,60,0.687,0.583,-10.224,0.11040508339952344,0.22399999999999998,0.0,0.106,0.21,95.137,1,1993,5.065033333333333,"5 m, 3 s"
16swxXwxPC7Udw4mcsgpvm,Don't Come Easy,Raheem DeVaughn,Decade Of A Love King,2018-01-01,r&b,urban contemporary,203639,47,0.68,0.381,-10.084,0.5366693142705851,0.862,3.72e-06,0.0985,0.215,71.44800000000001,0,2018,3.3939833333333334,"3 m, 23 s"
6Vas6h9lB5mmeVDXdFqlQA,Freak Like Me,Adina Howard,Do You Wanna Ride?,1995-01-01,r&b,urban contemporary,253613,58,0.655,0.8370000000000001,-6.04,0.13238019592268996,0.0262,5.85e-06,0.0454,0.66,91.014,0,1995,4.226883333333333,"4 m, 13 s"
5HrVgmO1govSOrPUehW1VV,On My Own,Patti LaBelle,Winner In You,1986-01-01,r&b,urban contemporary,290840,59,0.62,0.402,-12.964,0.010855176065660577,0.337,6.13e-05,0.312,0.483,92.09299999999999,1,1986,4.847333333333333,"4 m, 50 s"
38V9quY32pQ1DPK5JRTs94,Baby Hold on to Me (feat. Eddie Levert),Gerald Levert,Private Line,1991-01-01,r&b,urban contemporary,345200,43,0.741,0.511,-11.797,0.04712734974847761,0.493,0.0,0.0808,0.752,119.38,1,1991,5.753333333333333,"5 m, 45 s"
0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,Sex Playlist,2014-01-01,r&b,urban contemporary,226580,70,0.733,0.6759999999999999,-5.655,0.0553349218956844,0.0697,0.0,0.20800000000000002,0.701,97.448,0,2014,3.7763333333333335,"3 m, 46 s"
6TlRNJaezOdzdECnQeRuMM,Bed,J. Holiday,Back Of My Lac',2007-01-01,r&b,urban contemporary,275106,64,0.684,0.606,-7.268,0.07439767010855175,0.17,0.0,0.057999999999999996,0.723,127.90100000000001,0,2007,4.5851,"4 m, 35 s"
1m6veh5YG4KGur6KEVRps6,Monday Morning,Melanie Fiona,The Bridge,2009-01-01,r&b,urban contemporary,218213,15,0.6920000000000001,0.68,-6.715,0.3539846438972729,0.005229999999999999,0.0,0.327,0.9359999999999999,90.00399999999999,0,2009,3.6368833333333335,"3 m, 38 s"
5jgEJXjECdlhzNgfITSTVm,Just Friends (Sunny),Musiq Soulchild,Aijuswanaseing,2000-01-01,r&b,urban contemporary,251426,59,0.754,0.376,-7.561,0.4810696319830552,0.40399999999999997,0.0,0.358,0.5539999999999999,95.01799999999999,1,2000,4.190433333333333,"4 m, 11 s"
4PBbgYOjKW0Urs0eppefpf,Nobody's Supposed to Be Here,Deborah Cox,One Wish,1998-01-01,r&b,urban contemporary,262333,14,0.662,0.531,-5.3,0.03653693407466243,0.20199999999999999,1.1599999999999999e-05,0.595,0.39899999999999997,119.95700000000001,1,1998,4.372216666666667,"4 m, 22 s"
0TNAK7LNCi7AKDZAbhWQXr,Never Too Busy,Kenny Lattimore,Kenny Lattimore,1996-01-01,r&b,urban contemporary,331560,52,0.7609999999999999,0.413,-10.137,0.12126025946518397,0.113,0.00197,0.09,0.733,167.947,0,1996,5.526,"5 m, 31 s"
3l3xTXsUXeWlkPqzMs7mPD,End Of The Road,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),1991-01-01,r&b,urban contemporary,351466,69,0.64,0.42700000000000005,-9.29,0.0047656870532168365,0.0664,0.0,0.0579,0.529,149.703,0,1991,5.8577666666666675,"5 m, 51 s"
5MPxgVGxq79wcoNKtlRaTf,You Are My Lady,Freddie Jackson,Rock Me Tonight,1985-01-01,r&b,urban contemporary,284119,53,0.7,0.254,-16.019000000000002,0.05454064072014826,0.46,0.0,0.1,0.408,91.43700000000001,1,1985,4.735316666666667,"4 m, 44 s"
2MYtYwqRutASW0oVTYPuEX,She's Playing Hard To Get,Hi-Five,Keep It Goin' On,1992-01-01,r&b,urban contemporary,275160,39,0.518,0.807,-6.68,0.09187185597034683,0.007679999999999999,0.0,0.271,0.7809999999999999,199.979,1,1992,4.586,"4 m, 35 s"
4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",Bobby V.,Disturbing Tha Peace Presents Bobby Valentino,2005-01-01,r&b,urban contemporary,258666,65,0.568,0.732,-4.896,0.2136616362192216,0.179,4.92e-06,0.401,0.626,186.048,0,2005,4.3111,"4 m, 18 s"
7uKcScNXuO3MWw6LowBjW1,"One, Two Step (feat. Missy Elliott)",Ciara,Goodies,2004-01-01,r&b,urban contemporary,203786,73,0.9440000000000001,0.511,-10.96,0.3672226634895419,0.042,0.00107,0.0379,0.8420000000000001,113.046,0,2004,3.3964333333333334,"3 m, 23 s"
58s4iqgXFzXhBndBkg2AaD,Spend My Life With You,Eric Benét,A Day In The Life,1999-01-01,r&b,urban contemporary,276013,56,0.583,0.435,-8.783999999999999,0.04315594387079693,0.434,5.489999999999999e-05,0.102,0.292,72.01,1,1999,4.600216666666666,"4 m, 36 s"
54Ev13Dca9qrYZDNLFUYpb,Nothing In This World,KeKe Wyatt,Soul Sista,2001-01-01,r&b,urban contemporary,251066,51,0.7,0.63,-3.344,0.058512046597828965,0.195,0.0,0.034,0.39899999999999997,131.95,1,2001,4.184433333333334,"4 m, 11 s"
1GrikfH0jDejDvrxo84n4P,Together Again,Janet Jackson,The Velvet Rope,1997-01-01,r&b,urban contemporary,301200,67,0.873,0.593,-8.942,0.2136616362192216,0.078,0.0069700000000000005,0.10400000000000001,0.495,123.09100000000001,1,1997,5.02,"5 m, 1 s"
08fhbfRSg7eEH0IZT7pB6a,That Girl,Marques Houston,Marques Houston,2003-01-01,r&b,urban contemporary,215960,52,0.6829999999999999,0.552,-5.138999999999999,0.22689965581149055,0.5479999999999999,0.0,0.221,0.519,98.946,1,2003,3.599333333333333,"3 m, 35 s"
1O7hDH3rrF8eyLxrpeoOfb,Casanova,Levert,The Best Of Gerald Levert,2010-01-01,r&b,urban contemporary,262373,53,0.71,0.845,-3.927,0.17606566057717765,0.0445,1.18e-05,0.0672,0.802,92.95700000000001,0,2010,4.372883333333333,"4 m, 22 s"
7H6ev70Weq6DdpZyyTmUXk,Say My Name,Destiny's Child,The Writing's On The Wall,1999-01-01,r&b,urban contemporary,271333,75,0.713,0.6779999999999999,-3.525,0.21101403230076776,0.273,0.0,0.149,0.7340000000000001,138.009,0,1999,4.522216666666667,"4 m, 31 s"
2xRYnHQdLD9ketvC01UYYT,It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,"Call Me Crazy, But...",2013-01-01,r&b,urban contemporary,281080,71,0.657,0.574,-9.484,0.0487159120995499,0.016,8.1e-05,0.172,0.21100000000000002,119.992,0,2013,4.684666666666667,"4 m, 41 s"
6gA3b0M69d0SzuZqWtZXWD,Since You've Been Gone,DAY26,DAY26,2008-01-01,r&b,urban contemporary,250880,53,0.516,0.69,-6.944,0.056393963463065924,0.165,0.0,0.126,0.39799999999999996,129.833,1,2008,4.181333333333333,"4 m, 10 s"
0s6e7ZafqOAUBDoQYGmxrc,Every Little Step,Bobby Brown,Don't Be Cruel,1988-01-01,r&b,urban contemporary,237240,55,0.797,0.6559999999999999,-11.600999999999999,0.04792163092401376,0.007209999999999999,0.0,0.0377,0.948,99.82799999999999,1,1988,3.9539999999999997,"3 m, 57 s"
3r0Rhl5Zdo9YjACZNsaBvN,Nite and Day,Al B. Sure!,In Effect Mode,1988-01-01,r&b,urban contemporary,238013,51,0.655,0.47700000000000004,-9.616,0.05242255758538522,0.028999999999999998,0.000221,0.0518,0.642,92.09700000000001,0,1988,3.9668833333333335,"3 m, 58 s"
5yGTQzYbEdY6B9RFZJypgt,Rhythm Of The Night,DeBarge,Rhythm Of The Night,1985-01-01,r&b,urban contemporary,229106,63,0.7070000000000001,0.759,-12.328,0.06274821286735502,0.0769,2.84e-05,0.0775,0.955,115.14200000000001,0,1985,3.818433333333333,"3 m, 49 s"
3nXrCAE44KlevAkQB2XWcN,Gonna Love Me,Teyana Taylor,K.T.S.E.,2018-01-01,r&b,urban contemporary,166997,68,0.514,0.506,-7.095,0.6822875297855441,0.402,2.56e-05,0.191,0.312,88.044,0,2018,2.7832833333333333,"2 m, 46 s"
08uGhvS5MfBk7crUCpnjva,Blame It,Jamie Foxx,Intuition,2008-01-01,r&b,urban contemporary,289746,64,0.6729999999999999,0.614,-5.426,0.2136616362192216,0.0782,0.0,0.139,0.36200000000000004,176.05200000000002,1,2008,4.8291,"4 m, 49 s"
0qvCuc6fifzBd1wwsXedeC,"Baby, Be Mine",Miki Howard,Love Confessions,1987-01-01,r&b,urban contemporary,328600,41,0.317,0.364,-13.742,0.08260524225575852,0.552,0.0,0.3,0.292,81.579,1,1987,5.4766666666666675,"5 m, 28 s"
4wwqHo2gtdTLBWtnrx7XIu,Get Right Back To My Baby,Vivian Green,Vivid,2015-01-01,r&b,urban contemporary,212426,50,0.7,0.742,-4.265,0.0974318241990998,0.0223,0.0,0.0651,0.7659999999999999,103.88,0,2015,3.540433333333333,"3 m, 32 s"
6FTJuZtQZvmPPRFmrcno9J,"Bump, Bump, Bump (feat. P. Diddy)",B2K,Pandemonium!,2002-01-01,r&b,urban contemporary,278573,50,0.8340000000000001,0.685,-5.862,0.5366693142705851,0.0998,0.0,0.0514,0.877,95.507,0,2002,4.642883333333334,"4 m, 38 s"
1jCsCYgzQQHk3bDJDuFbNi,If I Ever Fall In Love,Shai,If I Ever Fall In Love,1992-01-01,r&b,urban contemporary,189026,55,0.402,0.205,-11.232000000000001,0.04156738151972464,0.758,0.0,0.147,0.42,143.994,1,1992,3.1504333333333334,"3 m, 9 s"
6uQKuonTU8VKBz5SHZuQXD,This Is How We Do It,Montell Jordan,This Is How We Do It,1995-01-01,r&b,urban contemporary,238800,64,0.799,0.623,-9.374,0.15594387079692876,0.0141,0.0,0.43,0.773,103.649,1,1995,3.98,"3 m, 58 s"
1bb6bROP3OXMHcPw84MtmN,Crush on You,Lil' Kim,Hard Core,1996-01-01,r&b,hip pop,275640,60,0.8270000000000001,0.635,-6.77,0.6055070161503839,0.278,0.00011899999999999999,0.109,0.7659999999999999,88.87,0,1996,4.593999999999999,"4 m, 35 s"
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,Touch,2005-01-01,r&b,hip pop,238760,59,0.612,0.961,-3.0780000000000003,0.8226105374635955,0.107,4.1700000000000004e-05,0.0413,0.867,129.873,0,2005,3.979333333333333,"3 m, 58 s"
0W4NhJhcqKCqEP2GIpDCDq,Love,Keyshia Cole,The Way It Is,2005-01-01,r&b,hip pop,255333,73,0.688,0.519,-4.285,0.015885623510722792,0.064,0.0,0.1,0.318,116.714,1,2005,4.25555,"4 m, 15 s"
3G6hxSp260RzGw4sOiDOQ3,Case Of The Ex (Whatcha Gonna Do),Mýa,Fear Of Flying,2000-01-01,r&b,hip pop,236906,56,0.772,0.688,-4.715,0.048186391315859146,0.0548,9.790000000000001e-05,0.0725,0.348,98.0,0,2000,3.9484333333333335,"3 m, 56 s"
6b3CWHNAKiJRqmgz6ZcWaB,Here We Go (feat. Kelly Rowland),Trina,The Glamorest Life,2005-01-01,r&b,hip pop,230973,51,0.8140000000000001,0.494,-7.167000000000001,0.16494572411967168,0.624,0.0,0.0888,0.607,128.083,1,2005,3.84955,"3 m, 50 s"
2MFX2E3TErub7JW8uDPpXZ,Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,Nivea,2001-01-01,r&b,hip pop,213226,40,0.879,0.73,-4.369,0.3751654752449033,0.114,0.0,0.24100000000000002,0.885,99.925,0,2001,3.5537666666666667,"3 m, 33 s"
6BIcjFZIVDZxNAcofRFPx4,So Gone,Monica,After The Storm,2003-01-01,r&b,hip pop,242773,65,0.618,0.552,-6.8629999999999995,0.200688377018798,0.17600000000000002,0.0,0.252,0.586,81.975,1,2003,4.046216666666667,"4 m, 2 s"
6Xo9osN1HErsEJoqwj4eDg,Get Me Home,Foxy Brown,Ill Na Na,1996-01-01,r&b,hip pop,229400,61,0.774,0.48,-6.599,0.5446121260259464,0.109,0.000661,0.313,0.332,96.06700000000001,0,1996,3.823333333333333,"3 m, 49 s"
6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,Brandy,Never Say Never,1998-01-01,r&b,hip pop,294786,66,0.7040000000000001,0.7070000000000001,-6.537000000000001,0.04447974583002383,0.539,0.00106,0.318,0.7609999999999999,93.145,0,1998,4.9131,"4 m, 54 s"
1cjBan0t4eBk2Y5j17hdyf,Bring It All to Me (feat. *NSYNC),Blaque,Blaque,1999-01-01,r&b,hip pop,218186,56,0.695,0.579,-5.066,0.027005559968228756,0.000479,0.0,0.0556,0.726,88.95700000000001,1,1999,3.636433333333333,"3 m, 38 s"
6rbhWExtuchhpLC5fHnB8n,Motivation,Kelly Rowland,Here I Am (Deluxe Version),2011-01-01,r&b,hip pop,230560,61,0.7440000000000001,0.672,-5.5889999999999995,0.05162827640984907,0.187,0.000123,0.105,0.266,140.889,0,2011,3.8426666666666662,"3 m, 50 s"
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,Eve,Scorpion,2001-01-01,r&b,hip pop,230133,71,0.9079999999999999,0.557,-4.243,0.2242520518930368,0.242,0.0,0.0709,0.897,90.03200000000001,0,2001,3.83555,"3 m, 50 s"
4VSyH8AkIt3kaR5xIPFVVi,Where My Girls At,702,702,1999-01-01,r&b,hip pop,166693,58,0.705,0.725,-7.435,0.0749271908922425,0.0352,0.0149,0.19399999999999998,0.76,92.186,1,1999,2.778216666666667,"2 m, 46 s"
7MQywXGHEev7JmwwIzMcao,Love Like This,Faith Evans,Keep the Faith,1998-01-01,r&b,hip pop,275706,64,0.767,0.551,-7.327999999999999,0.10405083399523432,0.00364,0.0,0.0451,0.7959999999999999,100.904,1,1998,4.5951,"4 m, 35 s"
2TNaQWWTeTyig2wsr1BNaL,Are You That Somebody?,Aaliyah,I Care 4 U,2002-01-01,r&b,hip pop,265666,46,0.8540000000000001,0.6579999999999999,-6.932,0.3910510987556261,0.154,0.00914,0.102,0.855,137.94899999999998,0,2002,4.427766666666667,"4 m, 25 s"
4iuNZTcvT9diFySSzVsnVS,When I See U,Fantasia,Fantasia,2006-01-01,r&b,hip pop,217346,69,0.569,0.596,-6.486000000000001,0.3936987026740799,0.457,8.99e-05,0.205,0.757,93.134,1,2006,3.622433333333333,"3 m, 37 s"
3VmVapCFKcU9d3CJsoSUm8,Feels So Good,Remy Ma,There's Something About Remy-Based On A True Story,2006-01-01,r&b,hip pop,242160,46,0.5820000000000001,0.7829999999999999,-3.424,0.4095843261848027,0.0867,0.0,0.0557,0.442,79.898,0,2006,4.0360000000000005,"4 m, 2 s"
5Y0E3dOeynKuLDAXu0t0Bg,Oops (Oh My) [feat. Missy Elliott],Tweet,Southern Hummingbird,2002-01-01,r&b,hip pop,237800,60,0.66,0.536,-8.786,0.7087635689700821,0.233,0.006690000000000001,0.111,0.775,159.963,0,2002,3.963333333333333,"3 m, 57 s"
6MBEjJlXQYXr8dfxDvZuoA,Do It To It,Cherish,Unappreciated,2006-01-01,r&b,hip pop,226293,59,0.826,0.67,-5.559,0.3884034948371723,0.00798,0.0,0.495,0.794,74.007,1,2006,3.77155,"3 m, 46 s"
58FUwmyGUqkt53YPUcm7cJ,Knock You Down,Keri Hilson,In A Perfect World...,2009-01-01,r&b,hip pop,326186,64,0.588,0.877,-4.78,0.3645750595710881,0.00952,0.0,0.171,0.645,155.165,1,2009,5.4364333333333335,"5 m, 26 s"
174UISK3l7VRbigEHxEev7,Can't You See (feat. The Notorious B.I.G.),Total,Total,1996-01-01,r&b,hip pop,281880,61,0.7440000000000001,0.574,-9.445,0.11331744770982262,0.165,1.27e-05,0.295,0.805,86.27799999999999,0,1996,4.698,"4 m, 41 s"
0GkkiqqRdjqmRDrWfTdemH,Girlfight,Brooke Valentine,Chain Letter,2005-01-01,r&b,hip pop,234733,40,0.745,0.62,-8.24,0.3328038125496425,0.0131,0.0,0.11800000000000001,0.603,99.985,1,2005,3.9122166666666662,"3 m, 54 s"
29VrHhpC5AS9b7XJYDPhqb,Funkdafied,Da Brat,Funkdafied,1994-01-01,r&b,hip pop,185933,53,0.802,0.461,-12.367,0.7405348159915276,0.0757,0.0,0.109,0.74,90.995,0,1994,3.098883333333333,"3 m, 5 s"
6zMUIb4uce1CzpbjR3vMdN,Foolish,Ashanti,Ashanti,2002-01-01,r&b,hip pop,227386,70,0.665,0.695,-5.763,0.08181096108022239,0.34700000000000003,0.0,0.106,0.7070000000000001,90.119,1,2002,3.7897666666666665,"3 m, 47 s"
71EHOyEOhNx1SzTebRRyng,Weak,SWV,It's About Time,1992-01-01,r&b,hip pop,291906,67,0.693,0.5329999999999999,-10.954,0.047392110140323004,0.107,0.0,0.0695,0.568,127.661,0,1992,4.8651,"4 m, 51 s"
2CG9mGkKC6IQE5lEjDioEi,Just Kickin' It,Xscape,Hummin' Comin' At 'Cha,1993-01-01,r&b,hip pop,204173,48,0.6920000000000001,0.353,-12.872,0.10325655281969816,0.0571,2.26e-05,0.579,0.73,80.902,0,1993,3.402883333333333,"3 m, 24 s"
0vvKyFjX1hzSwpNtVwnJ2H,Can't Raise a Man,K. Michelle,Rebellious Soul,2013-01-01,r&b,hip pop,208040,55,0.623,0.677,-5.215,0.11014032300767804,0.0233,0.0,0.0724,0.182,151.804,1,2013,3.4673333333333334,"3 m, 28 s"
5zn1hpm9N0ylKB7kOtpCw2,No More (Baby I'ma Do Right),3LW,3LW,2000-01-01,r&b,hip pop,263440,55,0.721,0.723,-7.08,0.108022239872915,0.102,4.4e-06,0.0651,0.7609999999999999,88.93299999999999,0,2000,4.390666666666666,"4 m, 23 s"
4yHFxB8kzzeuNvoouR8N0N,Damaged,Danity Kane,Welcome to the Dollhouse,2008-01-01,r&b,hip pop,244266,55,0.774,0.653,-5.1579999999999995,0.07333862854117024,0.0912,0.0,0.151,0.818,120.01,0,2008,4.0711,"4 m, 4 s"
4IFYR5smTnHYCLP82AiDrJ,Officially Missing You,Tamia,More,2004-01-01,r&b,hip pop,242466,52,0.47600000000000003,0.40700000000000003,-9.238999999999999,0.038390256817580085,0.247,0.0,0.14400000000000002,0.226,178.25799999999998,0,2004,4.0411,"4 m, 2 s"
04NMCxLqlXuyONlkdH4rY2,"My Neck, My Back",Khia,Thug Misses,2002-01-01,r&b,hip pop,222333,50,0.8590000000000001,0.687,-2.089,0.2586709028329361,0.0375,0.0,0.0542,0.73,102.068,0,2002,3.70555,"3 m, 42 s"
7k6IzwMGpxnRghE7YosnXT,Me & U,Cassie,Cassie (U.S. Version),2006-01-01,r&b,hip pop,192213,71,0.8029999999999999,0.45399999999999996,-4.802,0.018797987821021968,0.35200000000000004,0.0,0.0655,0.7390000000000001,99.99,0,2006,3.20355,"3 m, 12 s"
3fLBmhcgWkPI47LfVQ8paB,Love and War,Tamar Braxton,Love and War,2013-01-01,r&b,hip pop,241920,54,0.27,0.58,-5.7170000000000005,0.044214985438178436,0.469,0.0,0.34299999999999997,0.242,179.919,0,2013,4.032,"4 m, 1 s"
03B0yrE4zrioHjmY05l9xz,Make Her Feel Good,Teairra Marí,Roc-A-Fella Records Presents Teairra Marí,2005-01-01,r&b,hip pop,226013,37,0.8079999999999999,0.665,-9.376,0.4122319301032565,0.0228,0.000481,0.192,0.5489999999999999,90.51799999999999,1,2005,3.766883333333333,"3 m, 46 s"
6ubNZ5edKBKH3MQKatUY3S,4Ever (feat. Fabolous),Lil' Mo,4 Ever (feat. Fabolous),2003-01-01,r&b,hip pop,222946,54,0.6829999999999999,0.657,-10.668,0.2030712205454064,0.0279,4.49e-05,0.36700000000000005,0.764,99.059,1,2003,3.715766666666666,"3 m, 42 s"
2I7CJZLo2nDqGuzZJA1XlZ,Pick Up Your Feelings,Jazmine Sullivan,Heaux Tales,2021-01-01,r&b,hip pop,229413,43,0.758,0.413,-6.239,0.06380725443473655,0.321,0.0,0.11699999999999999,0.599,85.46,0,2021,3.82355,"3 m, 49 s"
4L55p6txv9vuCWhpNnY6eY,Dip It Low,Christina Milian,Dip It Low,2004-01-01,r&b,hip pop,201000,53,0.754,0.718,-4.209,0.234842467566852,0.0122,0.00011100000000000001,0.0923,0.5760000000000001,169.11599999999999,0,2004,3.35,"3 m, 21 s"
5lxWBU8FM7pqidZcDsgvb3,Un-Break My Heart - Classic Radio Mix,Toni Braxton,Secrets (Remix Package),1996-01-01,r&b,hip pop,267400,60,0.764,0.966,-6.2860000000000005,0.0749271908922425,0.105,4.34e-05,0.12,0.353,122.67399999999999,1,1996,4.456666666666667,"4 m, 27 s"
6Vas6h9lB5mmeVDXdFqlQA,Freak Like Me,Adina Howard,Do You Wanna Ride?,1995-01-01,r&b,hip pop,253613,58,0.655,0.8370000000000001,-6.04,0.13238019592268996,0.0262,5.85e-06,0.0454,0.66,91.014,0,1995,4.226883333333333,"4 m, 13 s"
368Dn6viqUUviNDVpun8Ly,Good Love,Kelly Price,Mirror Mirror,2000-01-01,r&b,hip pop,227133,45,0.759,0.585,-4.3839999999999995,0.2798517341805666,0.00563,0.0,0.419,0.738,99.545,0,2000,3.78555,"3 m, 47 s"
1m6veh5YG4KGur6KEVRps6,Monday Morning,Melanie Fiona,The Bridge,2009-01-01,r&b,hip pop,218213,15,0.6920000000000001,0.68,-6.715,0.3539846438972729,0.005229999999999999,0.0,0.327,0.9359999999999999,90.00399999999999,0,2009,3.6368833333333335,"3 m, 38 s"
3JMgXc6VCoGbFDZG0KxHHC,Pony,Ginuwine,TOP 40 HITDOSSIER - 90s (Nineties Top 100),2020-01-01,r&b,hip pop,251933,35,0.728,0.537,-10.66,0.2136616362192216,0.000767,0.0052899999999999996,0.29600000000000004,0.966,142.029,0,2020,4.198883333333334,"4 m, 11 s"
3jagJCUbdqhDSPuxP8cAqF,Work It,Missy Elliott,Under Construction,2002-01-01,r&b,hip pop,263226,68,0.884,0.677,-5.603,0.6902303415409053,0.0778,0.0,0.0732,0.584,101.868,1,2002,4.3871,"4 m, 23 s"
4VcV0t8VN6AZcWTznJOUUN,Stroke You Up,Changing Faces,Changing Faces,1994-01-01,r&b,hip pop,216546,42,0.73,0.731,-3.438,0.014826581943341275,0.278,0.0,0.258,0.649,131.39600000000002,0,1994,3.6091,"3 m, 36 s"
1CAw3ethNuSDPf3E7luSFF,Faded Pictures,Case,Personal Conversation,1999-01-01,r&b,hip pop,229773,57,0.705,0.511,-7.422000000000001,0.4757744241461477,0.125,1.72e-06,0.153,0.581,82.01100000000001,0,1999,3.82955,"3 m, 49 s"
3NkDj8DpKMUdvdLrS5Mpb6,Pussy (feat. Rodney) - aka Dirty Pussy,Jacki-O,Nookie,2003-01-01,r&b,hip pop,265800,20,0.7909999999999999,0.616,-8.724,0.0447445062218692,0.000466,0.0636,0.305,0.635,109.00200000000001,1,2003,4.43,"4 m, 25 s"
6GPiKalxD23rJirHKJm00X,Torn,LeToya,Torn,2006-01-01,r&b,hip pop,249253,49,0.42200000000000004,0.894,-3.5069999999999997,0.8199629335451416,0.262,0.0,0.142,0.636,152.17,0,2006,4.154216666666667,"4 m, 9 s"
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,Fanmail,1999-01-01,r&b,hip pop,214400,77,0.743,0.675,-4.2669999999999995,0.1932750860471273,0.0251,0.000717,0.0685,0.59,92.90899999999999,0,1999,3.5733333333333333,"3 m, 34 s"
3nXrCAE44KlevAkQB2XWcN,Gonna Love Me,Teyana Taylor,K.T.S.E.,2018-01-01,r&b,hip pop,166997,68,0.514,0.506,-7.095,0.6822875297855441,0.402,2.56e-05,0.191,0.312,88.044,0,2018,2.7832833333333333,"2 m, 46 s"
5kOgeXUAKzfokU9sezp5nB,If I Was Your Girlfriend - Main,Nicole Wray,If I Was Your Girlfriend,2004-01-01,r&b,hip pop,191560,26,0.792,0.765,-9.992,0.3566322478157267,0.128,1.75e-05,0.12300000000000001,0.787,108.046,1,2004,3.1926666666666668,"3 m, 11 s"
0b5w1gamS9f239Sms9guAB,They Don't Know,Jon B.,COOL RELAX,1997-01-01,r&b,hip pop,274666,58,0.6990000000000001,0.38799999999999996,-10.722000000000001,0.08154620068837701,0.588,1.98e-06,0.0658,0.5660000000000001,125.85799999999999,1,1997,4.577766666666666,"4 m, 34 s"
0pdGiiXSHuW16cJedQoE3e,I Love You (feat. Jim Jones and Yung Joc) - Main,Cheri Dennis,In And Out Of Love,2008-01-01,r&b,hip pop,275360,22,0.527,0.762,-3.841,0.496955255493778,0.19399999999999998,0.0,0.0919,0.915,98.575,1,2008,4.589333333333333,"4 m, 35 s"
56b58iOsWDoqeifSiIuOmj,Promise Ring (feat. Ciara),Tiffany Evans,Tiffany Evans,2005-01-01,r&b,hip pop,265320,42,0.754,0.809,-6.809,0.7140587768069896,0.0391,8.04e-06,0.0558,0.722,127.98200000000001,1,2005,4.422,"4 m, 25 s"
